Disabled,Total Count,Sch_Div
N,134,Lylburn Downing Middle Lexington City Public Schools
Y,14,Lylburn Downing Middle Lexington City Public Schools
Y,,Rockbridge County High Lexington City Public Schools
N,96,Aldie Elementary Loudoun County Public Schools
Y,15,Aldie Elementary Loudoun County Public Schools
N,372,Algonkian Elementary Loudoun County Public Schools
Y,85,Algonkian Elementary Loudoun County Public Schools
N,859,Arcola Elementary Loudoun County Public Schools
Y,93,Arcola Elementary Loudoun County Public Schools
N,455,Ashburn Elementary Loudoun County Public Schools
Y,61,Ashburn Elementary Loudoun County Public Schools
N,423,Ball's Bluff Elementary Loudoun County Public Schools
Y,58,Ball's Bluff Elementary Loudoun County Public Schools
N,159,Banneker Elementary Loudoun County Public Schools
Y,22,Banneker Elementary Loudoun County Public Schools
N,958,Belmont Ridge Middle Loudoun County Public Schools
Y,98,Belmont Ridge Middle Loudoun County Public Schools
N,621,Belmont Station Elementary Loudoun County Public Schools
Y,98,Belmont Station Elementary Loudoun County Public Schools
N,692,Blue Ridge Middle Loudoun County Public Schools
Y,138,Blue Ridge Middle Loudoun County Public Schools
N,"1,483",Brambleton Middle Loudoun County Public Schools
Y,146,Brambleton Middle Loudoun County Public Schools
N,"1,622",Briar Woods High Loudoun County Public Schools
Y,177,Briar Woods High Loudoun County Public Schools
N,"1,430",Broad Run High Loudoun County Public Schools
Y,146,Broad Run High Loudoun County Public Schools
N,811,Buffalo Trail Elementary Loudoun County Public Schools
Y,58,Buffalo Trail Elementary Loudoun County Public Schools
N,760,Cardinal Ridge Elementary Loudoun County Public Schools
Y,68,Cardinal Ridge Elementary Loudoun County Public Schools
N,510,Catoctin Elementary Loudoun County Public Schools
Y,70,Catoctin Elementary Loudoun County Public Schools
N,664,Cedar Lane Elementary Loudoun County Public Schools
Y,70,Cedar Lane Elementary Loudoun County Public Schools
N,538,Cool Spring Elementary Loudoun County Public Schools
Y,37,Cool Spring Elementary Loudoun County Public Schools
N,610,Countryside Elementary Loudoun County Public Schools
Y,55,Countryside Elementary Loudoun County Public Schools
N,"1,039",Creighton's Corner Elementary Loudoun County Public Schools
Y,89,Creighton's Corner Elementary Loudoun County Public Schools
N,606,Discovery Elementary Loudoun County Public Schools
Y,73,Discovery Elementary Loudoun County Public Schools
N,"1,314",Dominion High Loudoun County Public Schools
Y,168,Dominion High Loudoun County Public Schools
N,531,Dominion Trail Elementary Loudoun County Public Schools
Y,63,Dominion Trail Elementary Loudoun County Public Schools
N,"1,067",Eagle Ridge Middle Loudoun County Public Schools
Y,114,Eagle Ridge Middle Loudoun County Public Schools
N,357,Emerick Elementary Loudoun County Public Schools
Y,43,Emerick Elementary Loudoun County Public Schools
N,531,Evergreen Mill Elementary Loudoun County Public Schools
Y,64,Evergreen Mill Elementary Loudoun County Public Schools
N,"1,000",Farmwell Station Middle Loudoun County Public Schools
Y,116,Farmwell Station Middle Loudoun County Public Schools
N,446,Forest Grove Elementary Loudoun County Public Schools
Y,55,Forest Grove Elementary Loudoun County Public Schools
N,511,Frances Hazel Reid Elementary Loudoun County Public Schools
Y,71,Frances Hazel Reid Elementary Loudoun County Public Schools
N,496,Frederick Douglass Elementary Loudoun County Public Schools
Y,106,Frederick Douglass Elementary Loudoun County Public Schools
N,"1,869",Freedom High Loudoun County Public Schools
Y,186,Freedom High Loudoun County Public Schools
N,805,Goshen Post Elementary Loudoun County Public Schools
Y,84,Goshen Post Elementary Loudoun County Public Schools
N,500,Guilford Elementary Loudoun County Public Schools
Y,45,Guilford Elementary Loudoun County Public Schools
N,136,Hamilton Elementary Loudoun County Public Schools
Y,23,Hamilton Elementary Loudoun County Public Schools
N,918,Harmony Middle Loudoun County Public Schools
Y,166,Harmony Middle Loudoun County Public Schools
N,777,Harper Park Middle Loudoun County Public Schools
Y,141,Harper Park Middle Loudoun County Public Schools
N,"1,260",Heritage High Loudoun County Public Schools
Y,231,Heritage High Loudoun County Public Schools
N,136,Hillsboro Charter Academy Loudoun County Public Schools
Y,,Hillsboro Charter Academy Loudoun County Public Schools
N,503,Hillside Elementary Loudoun County Public Schools
Y,60,Hillside Elementary Loudoun County Public Schools
N,415,Horizon Elementary Loudoun County Public Schools
Y,71,Horizon Elementary Loudoun County Public Schools
N,968,Hovatter Elementary Loudoun County Public Schools
Y,85,Hovatter Elementary Loudoun County Public Schools
N,641,Hutchison Farm Elementary Loudoun County Public Schools
Y,84,Hutchison Farm Elementary Loudoun County Public Schools
N,"1,668",Independence High Loudoun County Public Schools
Y,161,Independence High Loudoun County Public Schools
N,855,J. Lupton Simpson Middle Loudoun County Public Schools
Y,143,J. Lupton Simpson Middle Loudoun County Public Schools
N,"1,217",J. Michael Lunsford Middle Loudoun County Public Schools
Y,167,J. Michael Lunsford Middle Loudoun County Public Schools
N,"1,529",John Champe High Loudoun County Public Schools
Y,161,John Champe High Loudoun County Public Schools
N,571,John W. Tolbert Jr. Elementary Loudoun County Public Schools
Y,65,John W. Tolbert Jr. Elementary Loudoun County Public Schools
N,379,Kenneth W.Culbert Elementary Loudoun County Public Schools
Y,62,Kenneth W.Culbert Elementary Loudoun County Public Schools
N,369,Leesburg Elementary Loudoun County Public Schools
Y,44,Leesburg Elementary Loudoun County Public Schools
N,679,Legacy Elementary Loudoun County Public Schools
Y,84,Legacy Elementary Loudoun County Public Schools
N,818,Liberty Elementary Loudoun County Public Schools
Y,85,Liberty Elementary Loudoun County Public Schools
N,"1,323",Lightridge High Loudoun County Public Schools
Y,113,Lightridge High Loudoun County Public Schools
N,68,Lincoln Elementary Loudoun County Public Schools
Y,11,Lincoln Elementary Loudoun County Public Schools
N,585,Little River Elementary Loudoun County Public Schools
Y,94,Little River Elementary Loudoun County Public Schools
N,"1,289",Loudoun County High Loudoun County Public Schools
Y,215,Loudoun County High Loudoun County Public Schools
N,"1,032",Loudoun Valley High Loudoun County Public Schools
Y,210,Loudoun Valley High Loudoun County Public Schools
N,440,Lovettsville Elementary Loudoun County Public Schools
Y,69,Lovettsville Elementary Loudoun County Public Schools
N,469,Lowes Island Elementary Loudoun County Public Schools
Y,66,Lowes Island Elementary Loudoun County Public Schools
N,213,Lucketts Elementary Loudoun County Public Schools
Y,30,Lucketts Elementary Loudoun County Public Schools
N,"1,099",Madison's Trust Elementary Loudoun County Public Schools
Y,83,Madison's Trust Elementary Loudoun County Public Schools
N,359,Meadowland Elementary Loudoun County Public Schools
Y,45,Meadowland Elementary Loudoun County Public Schools
N,"1,171",Mercer Middle Loudoun County Public Schools
Y,95,Mercer Middle Loudoun County Public Schools
N,122,Middleburg Community Charter Loudoun County Public Schools
Y,19,Middleburg Community Charter Loudoun County Public Schools
N,622,Mill Run Elementary Loudoun County Public Schools
Y,72,Mill Run Elementary Loudoun County Public Schools
N,790,Moorefield Station Elementary Loudoun County Public Schools
Y,85,Moorefield Station Elementary Loudoun County Public Schools
N,556,Mountain View Elementary Loudoun County Public Schools
Y,110,Mountain View Elementary Loudoun County Public Schools
N,567,Newton-Lee Elementary Loudoun County Public Schools
Y,64,Newton-Lee Elementary Loudoun County Public Schools
N,"1,224",Park View High Loudoun County Public Schools
Y,185,Park View High Loudoun County Public Schools
N,711,Pinebrook Elementary Loudoun County Public Schools
Y,80,Pinebrook Elementary Loudoun County Public Schools
N,"1,420",Potomac Falls High Loudoun County Public Schools
Y,201,Potomac Falls High Loudoun County Public Schools
N,457,Potowmack Elementary Loudoun County Public Schools
Y,71,Potowmack Elementary Loudoun County Public Schools
N,962,River Bend Middle Loudoun County Public Schools
Y,178,River Bend Middle Loudoun County Public Schools
N,"1,641",Riverside High Loudoun County Public Schools
Y,181,Riverside High Loudoun County Public Schools
N,"1,285",Rock Ridge High Loudoun County Public Schools
Y,111,Rock Ridge High Loudoun County Public Schools
N,545,Rolling Ridge Elementary Loudoun County Public Schools
Y,42,Rolling Ridge Elementary Loudoun County Public Schools
N,774,Rosa Lee Carter Elementary Loudoun County Public Schools
Y,67,Rosa Lee Carter Elementary Loudoun County Public Schools
N,467,Round Hill Elementary Loudoun County Public Schools
Y,81,Round Hill Elementary Loudoun County Public Schools
N,414,Sanders Corner Elementary Loudoun County Public Schools
Y,46,Sanders Corner Elementary Loudoun County Public Schools
N,535,Seldens Landing Elementary Loudoun County Public Schools
Y,45,Seldens Landing Elementary Loudoun County Public Schools
N,868,Seneca Ridge Middle Loudoun County Public Schools
Y,135,Seneca Ridge Middle Loudoun County Public Schools
N,798,Smart's Mill Middle Loudoun County Public Schools
Y,124,Smart's Mill Middle Loudoun County Public Schools
N,388,Sterling Elementary Loudoun County Public Schools
Y,47,Sterling Elementary Loudoun County Public Schools
N,948,Sterling Middle Loudoun County Public Schools
Y,135,Sterling Middle Loudoun County Public Schools
N,588,Steuart W. Weller Elementary Loudoun County Public Schools
Y,58,Steuart W. Weller Elementary Loudoun County Public Schools
N,"1,504",Stone Bridge High Loudoun County Public Schools
Y,236,Stone Bridge High Loudoun County Public Schools
N,"1,060",Stone Hill Middle Loudoun County Public Schools
Y,78,Stone Hill Middle Loudoun County Public Schools
N,440,Sugarland Elementary Loudoun County Public Schools
Y,41,Sugarland Elementary Loudoun County Public Schools
N,427,Sully Elementary Loudoun County Public Schools
Y,44,Sully Elementary Loudoun County Public Schools
N,479,Sycolin Creek Elementary Loudoun County Public Schools
Y,59,Sycolin Creek Elementary Loudoun County Public Schools
N,"1,019",Trailside Middle Loudoun County Public Schools
Y,119,Trailside Middle Loudoun County Public Schools
N,"1,202",Tuscarora High Loudoun County Public Schools
Y,199,Tuscarora High Loudoun County Public Schools
N,20,W.O. Robey High Loudoun County Public Schools
N,207,Waterford Elementary Loudoun County Public Schools
Y,25,Waterford Elementary Loudoun County Public Schools
N,661,Waxpool Elementary Loudoun County Public Schools
Y,67,Waxpool Elementary Loudoun County Public Schools
N,"1,444",Willard Middle Loudoun County Public Schools
Y,129,Willard Middle Loudoun County Public Schools
N,"1,295",Woodgrove High Loudoun County Public Schools
Y,271,Woodgrove High Loudoun County Public Schools
N,496,Jouett Elementary Louisa County Public Schools
Y,79,Jouett Elementary Louisa County Public Schools
N,"1,331",Louisa County High Louisa County Public Schools
Y,311,Louisa County High Louisa County Public Schools
N,"1,015",Louisa County Middle Louisa County Public Schools
Y,197,Louisa County Middle Louisa County Public Schools
N,487,Moss-Nuckols Elementary Louisa County Public Schools
Y,104,Moss-Nuckols Elementary Louisa County Public Schools
N,545,Thomas Jefferson Elementary Louisa County Public Schools
Y,102,Thomas Jefferson Elementary Louisa County Public Schools
N,422,Trevilians Elementary Louisa County Public Schools
Y,79,Trevilians Elementary Louisa County Public Schools
N,423,Central High Lunenburg County Public Schools
Y,69,Central High Lunenburg County Public Schools
N,302,Kenbridge Elementary Lunenburg County Public Schools
Y,58,Kenbridge Elementary Lunenburg County Public Schools
N,313,Lunenburg Middle Lunenburg County Public Schools
Y,51,Lunenburg Middle Lunenburg County Public Schools
N,328,Victoria Elementary Lunenburg County Public Schools
Y,63,Victoria Elementary Lunenburg County Public Schools
N,299,Bedford Hills Elementary Lynchburg City Public Schools
Y,73,Bedford Hills Elementary Lynchburg City Public Schools
N,120,Dearington Elementary/Innovation Lynchburg City Public Schools
Y,27,Dearington Elementary/Innovation Lynchburg City Public Schools
N,"1,174",E.C. Glass High Lynchburg City Public Schools
Y,185,E.C. Glass High Lynchburg City Public Schools
N,392,Heritage Elementary Lynchburg City Public Schools
Y,56,Heritage Elementary Lynchburg City Public Schools
N,933,Heritage High Lynchburg City Public Schools
Y,133,Heritage High Lynchburg City Public Schools
N,368,Linkhorne Elementary Lynchburg City Public Schools
Y,56,Linkhorne Elementary Lynchburg City Public Schools
N,505,Linkhorne Middle Lynchburg City Public Schools
Y,94,Linkhorne Middle Lynchburg City Public Schools
N,481,Paul Laurence Dunbar Middle for Innovation Lynchburg City Public Schools
Y,73,Paul Laurence Dunbar Middle for Innovation Lynchburg City Public Schools
N,314,Paul Munro Elementary Lynchburg City Public Schools
Y,41,Paul Munro Elementary Lynchburg City Public Schools
N,307,Perrymont Elementary Lynchburg City Public Schools
Y,64,Perrymont Elementary Lynchburg City Public Schools
N,391,Robert S. Payne Elementary Lynchburg City Public Schools
Y,63,Robert S. Payne Elementary Lynchburg City Public Schools
N,292,Sandusky Elementary Lynchburg City Public Schools
Y,46,Sandusky Elementary Lynchburg City Public Schools
N,445,Sandusky Middle Lynchburg City Public Schools
Y,103,Sandusky Middle Lynchburg City Public Schools
N,386,Sheffield Elementary Lynchburg City Public Schools
Y,65,Sheffield Elementary Lynchburg City Public Schools
N,174,T.C. Miller Elementary for Innovation Lynchburg City Public Schools
Y,27,T.C. Miller Elementary for Innovation Lynchburg City Public Schools
N,162,William M. Bass Elementary Lynchburg City Public Schools
Y,30,William M. Bass Elementary Lynchburg City Public Schools
N,510,Madison County High Madison County Public Schools
Y,49,Madison County High Madison County Public Schools
N,341,Madison Primary Madison County Public Schools
Y,25,Madison Primary Madison County Public Schools
N,305,Waverly Yowell Elementary Madison County Public Schools
Y,46,Waverly Yowell Elementary Madison County Public Schools
N,349,William H. Wetsel Middle Madison County Public Schools
Y,39,William H. Wetsel Middle Madison County Public Schools
N,596,Baldwin Elementary Manassas City Public Schools
Y,65,Baldwin Elementary Manassas City Public Schools
N,243,Baldwin Intermediate Manassas City Public Schools
Y,31,Baldwin Intermediate Manassas City Public Schools
N,494,George Carr Round Elementary Manassas City Public Schools
Y,51,George Carr Round Elementary Manassas City Public Schools
N,984,Grace E. Metz Middle Manassas City Public Schools
Y,131,Grace E. Metz Middle Manassas City Public Schools
N,550,Jennie Dean Elementary Manassas City Public Schools
Y,97,Jennie Dean Elementary Manassas City Public Schools
N,716,Mayfield Intermediate Manassas City Public Schools
Y,86,Mayfield Intermediate Manassas City Public Schools
N,"1,992",Osbourn High Manassas City Public Schools
Y,276,Osbourn High Manassas City Public Schools
N,580,Richard C. Haydon Elementary Manassas City Public Schools
Y,69,Richard C. Haydon Elementary Manassas City Public Schools
N,586,Weems Elementary Manassas City Public Schools
Y,45,Weems Elementary Manassas City Public Schools
N,719,Cougar Elementary Manassas Park City Public Schools
Y,121,Cougar Elementary Manassas Park City Public Schools
N,631,Manassas Park Elementary Manassas Park City Public Schools
Y,106,Manassas Park Elementary Manassas Park City Public Schools
N,"1,006",Manassas Park High Manassas Park City Public Schools
Y,116,Manassas Park High Manassas Park City Public Schools
N,693,Manassas Park Middle Manassas Park City Public Schools
Y,116,Manassas Park Middle Manassas Park City Public Schools
N,346,Albert Harris Elementary Martinsville City Public Schools
Y,57,Albert Harris Elementary Martinsville City Public Schools
N,85,Clearview Early Learning Center Martinsville City Public Schools
Y,12,Clearview Early Learning Center Martinsville City Public Schools
N,496,Martinsville High Martinsville City Public Schools
Y,60,Martinsville High Martinsville City Public Schools
N,347,Martinsville Middle Martinsville City Public Schools
Y,55,Martinsville Middle Martinsville City Public Schools
N,321,Patrick Henry Elementary Martinsville City Public Schools
Y,38,Patrick Henry Elementary Martinsville City Public Schools
N,252,Mathews Elementary Mathews County Public Schools
Y,67,Mathews Elementary Mathews County Public Schools
N,248,Mathews High Mathews County Public Schools
Y,45,Mathews High Mathews County Public Schools
N,251,Thomas Hunter Middle Mathews County Public Schools
Y,40,Thomas Hunter Middle Mathews County Public Schools
N,793,Bluestone  High Mecklenburg County Public Schools
Y,48,Bluestone  High Mecklenburg County Public Schools
N,316,Bluestone Middle Mecklenburg County Public Schools
Y,47,Bluestone Middle Mecklenburg County Public Schools
N,330,Chase City Elementary Mecklenburg County Public Schools
Y,41,Chase City Elementary Mecklenburg County Public Schools
N,363,Clarksville Elementary Mecklenburg County Public Schools
Y,59,Clarksville Elementary Mecklenburg County Public Schools
N,293,LaCrosse Elementary Mecklenburg County Public Schools
Y,55,LaCrosse Elementary Mecklenburg County Public Schools
N,749,Park View High Mecklenburg County Public Schools
Y,93,Park View High Mecklenburg County Public Schools
N,435,Park View Middle Mecklenburg County Public Schools
Y,69,Park View Middle Mecklenburg County Public Schools
N,696,South Hill Elementary Mecklenburg County Public Schools
Y,53,South Hill Elementary Mecklenburg County Public Schools
N,475,Middlesex Elementary Middlesex County Public Schools
Y,118,Middlesex Elementary Middlesex County Public Schools
N,282,Middlesex High Middlesex County Public Schools
Y,53,Middlesex High Middlesex County Public Schools
N,223,St. Clare Walker Middle Middlesex County Public Schools
Y,51,St. Clare Walker Middle Middlesex County Public Schools
N,499,Auburn Elementary Montgomery County Public Schools
Y,52,Auburn Elementary Montgomery County Public Schools
N,328,Auburn High Montgomery County Public Schools
Y,45,Auburn High Montgomery County Public Schools
N,231,Auburn Middle Montgomery County Public Schools
Y,57,Auburn Middle Montgomery County Public Schools
N,242,Belview Elementary Montgomery County Public Schools
Y,32,Belview Elementary Montgomery County Public Schools
N,"1,201",Blacksburg High Montgomery County Public Schools
Y,121,Blacksburg High Montgomery County Public Schools
N,818,Blacksburg Middle Montgomery County Public Schools
Y,109,Blacksburg Middle Montgomery County Public Schools
N,347,Christiansburg Elementary Montgomery County Public Schools
Y,42,Christiansburg Elementary Montgomery County Public Schools
N,981,Christiansburg High Montgomery County Public Schools
Y,116,Christiansburg High Montgomery County Public Schools
N,684,Christiansburg Middle Montgomery County Public Schools
Y,109,Christiansburg Middle Montgomery County Public Schools
N,399,Christiansburg Primary Montgomery County Public Schools
Y,38,Christiansburg Primary Montgomery County Public Schools
N,343,Eastern Montgomery Elementary Montgomery County Public Schools
Y,55,Eastern Montgomery Elementary Montgomery County Public Schools
N,244,Eastern Montgomery High Montgomery County Public Schools
Y,49,Eastern Montgomery High Montgomery County Public Schools
N,501,Falling Branch Elementary Montgomery County Public Schools
Y,60,Falling Branch Elementary Montgomery County Public Schools
N,293,Gilbert Linkous Elementary Montgomery County Public Schools
Y,25,Gilbert Linkous Elementary Montgomery County Public Schools
N,247,Harding Avenue Elementary Montgomery County Public Schools
Y,25,Harding Avenue Elementary Montgomery County Public Schools
N,336,Kipps Elementary Montgomery County Public Schools
Y,38,Kipps Elementary Montgomery County Public Schools
N,340,Margaret Beeks Elementary Montgomery County Public Schools
Y,29,Margaret Beeks Elementary Montgomery County Public Schools
N,402,Prices Fork Elementary Montgomery County Public Schools
Y,54,Prices Fork Elementary Montgomery County Public Schools
N,181,Shawsville Middle Montgomery County Public Schools
Y,31,Shawsville Middle Montgomery County Public Schools
N,449,Nelson County High Nelson County Public Schools
Y,96,Nelson County High Nelson County Public Schools
N,294,Nelson Middle Nelson County Public Schools
Y,65,Nelson Middle Nelson County Public Schools
N,247,Rockfish River Elementary Nelson County Public Schools
Y,39,Rockfish River Elementary Nelson County Public Schools
N,288,Tye River Elementary Nelson County Public Schools
Y,60,Tye River Elementary Nelson County Public Schools
N,640,George W. Watkins Elementary New Kent County Public Schools
Y,83,George W. Watkins Elementary New Kent County Public Schools
N,585,New Kent Elementary New Kent County Public Schools
Y,116,New Kent Elementary New Kent County Public Schools
N,957,New Kent High New Kent County Public Schools
Y,126,New Kent High New Kent County Public Schools
N,679,New Kent Middle New Kent County Public Schools
Y,87,New Kent Middle New Kent County Public Schools
N,560,Achievable Dream Academy Newport News City Public Schools
Y,42,Achievable Dream Academy Newport News City Public Schools
N,477,Achievable Dream Middle/High Newport News City Public Schools
Y,28,Achievable Dream Middle/High Newport News City Public Schools
N,302,B.C. Charles Elementary Newport News City Public Schools
Y,68,B.C. Charles Elementary Newport News City Public Schools
N,384,B.T. Washington Middle Newport News City Public Schools
Y,32,B.T. Washington Middle Newport News City Public Schools
N,524,Carver Elementary Newport News City Public Schools
Y,69,Carver Elementary Newport News City Public Schools
N,743,Crittenden Middle Newport News City Public Schools
Y,161,Crittenden Middle Newport News City Public Schools
N,444,David A. Dutrow Elementary Newport News City Public Schools
Y,20,David A. Dutrow Elementary Newport News City Public Schools
N,496,Deer Park Elementary Newport News City Public Schools
Y,37,Deer Park Elementary Newport News City Public Schools
N,342,Denbigh Early Childhood Center Newport News City Public Schools
Y,40,Denbigh Early Childhood Center Newport News City Public Schools
N,992,Denbigh High Newport News City Public Schools
Y,219,Denbigh High Newport News City Public Schools
N,488,Discovery STEM Academy Newport News City Public Schools
Y,70,Discovery STEM Academy Newport News City Public Schools
N,965,Ella J. Fitzgerald Middle Newport News City Public Schools
Y,150,Ella J. Fitzgerald Middle Newport News City Public Schools
N,938,Ethel M. Gildersleeve Middle Newport News City Public Schools
Y,145,Ethel M. Gildersleeve Middle Newport News City Public Schools
N,455,General Stanford Elementary Newport News City Public Schools
Y,35,General Stanford Elementary Newport News City Public Schools
N,349,George J. McIntosh Elementary Newport News City Public Schools
Y,72,George J. McIntosh Elementary Newport News City Public Schools
N,942,Heritage High Newport News City Public Schools
Y,227,Heritage High Newport News City Public Schools
N,488,Hidenwood Elementary Newport News City Public Schools
Y,56,Hidenwood Elementary Newport News City Public Schools
N,343,Hilton Elementary Newport News City Public Schools
Y,35,Hilton Elementary Newport News City Public Schools
N,788,Homer L. Hines Middle Newport News City Public Schools
Y,164,Homer L. Hines Middle Newport News City Public Schools
N,225,Huntington Middle Newport News City Public Schools
Y,57,Huntington Middle Newport News City Public Schools
N,191,John Marshall Early Childhood Center Newport News City Public Schools
Y,31,John Marshall Early Childhood Center Newport News City Public Schools
N,560,Joseph H. Saunders Elementary Newport News City Public Schools
Y,46,Joseph H. Saunders Elementary Newport News City Public Schools
N,448,Katherine Johnson Elementary Newport News City Public Schools
Y,63,Katherine Johnson Elementary Newport News City Public Schools
N,534,Kiln Creek Elementary Newport News City Public Schools
Y,87,Kiln Creek Elementary Newport News City Public Schools
N,358,Knollwood Meadows Elementary Newport News City Public Schools
Y,93,Knollwood Meadows Elementary Newport News City Public Schools
N,395,L.F. Palmer Elementary Newport News City Public Schools
Y,22,L.F. Palmer Elementary Newport News City Public Schools
N,815,Mary Passage Middle Newport News City Public Schools
Y,172,Mary Passage Middle Newport News City Public Schools
N,"1,488",Menchville High Newport News City Public Schools
Y,245,Menchville High Newport News City Public Schools
N,419,Newsome Park Elementary Newport News City Public Schools
Y,68,Newsome Park Elementary Newport News City Public Schools
N,531,Oliver C. Greenwood Elementary Newport News City Public Schools
Y,28,Oliver C. Greenwood Elementary Newport News City Public Schools
N,346,Richard T. Yates Elementary Newport News City Public Schools
Y,44,Richard T. Yates Elementary Newport News City Public Schools
N,555,Richneck Elementary Newport News City Public Schools
Y,31,Richneck Elementary Newport News City Public Schools
N,431,Riverside Elementary Newport News City Public Schools
Y,54,Riverside Elementary Newport News City Public Schools
N,400,Sedgefield Elementary Newport News City Public Schools
Y,45,Sedgefield Elementary Newport News City Public Schools
N,401,Stoney Run Elementary Newport News City Public Schools
Y,71,Stoney Run Elementary Newport News City Public Schools
N,469,T. Ryland Sanford Elementary Newport News City Public Schools
Y,37,T. Ryland Sanford Elementary Newport News City Public Schools
N,"1,420",Warwick High Newport News City Public Schools
Y,203,Warwick High Newport News City Public Schools
N,351,Watkins Early Childhood Center Newport News City Public Schools
Y,41,Watkins Early Childhood Center Newport News City Public Schools
N,417,Willis A. Jenkins Elementary Newport News City Public Schools
Y,52,Willis A. Jenkins Elementary Newport News City Public Schools
N,"1,527",Woodside High Newport News City Public Schools
Y,216,Woodside High Newport News City Public Schools
N,653,Academy for Discovery at Lakewood Norfolk City Public Schools
Y,66,Academy for Discovery at Lakewood Norfolk City Public Schools
N,747,Azalea Gardens Middle Norfolk City Public Schools
Y,121,Azalea Gardens Middle Norfolk City Public Schools
N,478,Bay View Elementary Norfolk City Public Schools
Y,41,Bay View Elementary Norfolk City Public Schools
N,161,Berkley/Campostella Early Childhood Education Center Norfolk City Public Schools
Y,,Berkley/Campostella Early Childhood Education Center Norfolk City Public Schools
N,"1,022",Blair Middle Norfolk City Public Schools
Y,195,Blair Middle Norfolk City Public Schools
N,766,Booker T Washington High Norfolk City Public Schools
Y,212,Booker T Washington High Norfolk City Public Schools
N,367,Camp Allen Elementary Norfolk City Public Schools
Y,46,Camp Allen Elementary Norfolk City Public Schools
N,285,Chesterfield Academy Elementary Norfolk City Public Schools
Y,35,Chesterfield Academy Elementary Norfolk City Public Schools
N,560,Coleman Place Elementary Norfolk City Public Schools
Y,54,Coleman Place Elementary Norfolk City Public Schools
N,634,Crossroads Elementary Norfolk City Public Schools
Y,142,Crossroads Elementary Norfolk City Public Schools
N,42,Easton Preschool Norfolk City Public Schools
Y,45,Easton Preschool Norfolk City Public Schools
N,435,Ghent K-8 Norfolk City Public Schools
Y,51,Ghent K-8 Norfolk City Public Schools
N,435,Granby Elementary Norfolk City Public Schools
Y,61,Granby Elementary Norfolk City Public Schools
N,"1,609",Granby High Norfolk City Public Schools
Y,254,Granby High Norfolk City Public Schools
N,457,Ingleside Elementary Norfolk City Public Schools
Y,39,Ingleside Elementary Norfolk City Public Schools
N,500,Jacox Elementary Norfolk City Public Schools
Y,41,Jacox Elementary Norfolk City Public Schools
N,234,James Monroe Elementary Norfolk City Public Schools
Y,22,James Monroe Elementary Norfolk City Public Schools
N,537,Lake Taylor Norfolk City Public Schools
Y,110,Lake Taylor Norfolk City Public Schools
N,858,Lake Taylor High Norfolk City Public Schools
Y,154,Lake Taylor High Norfolk City Public Schools
N,396,Larchmont Elementary Norfolk City Public Schools
Y,52,Larchmont Elementary Norfolk City Public Schools
N,482,Larrymore Elementary Norfolk City Public Schools
Y,77,Larrymore Elementary Norfolk City Public Schools
N,257,Lindenwood Elementary Norfolk City Public Schools
Y,23,Lindenwood Elementary Norfolk City Public Schools
N,506,Little Creek Elementary Norfolk City Public Schools
Y,84,Little Creek Elementary Norfolk City Public Schools
N,377,Mary Calcott Elementary Norfolk City Public Schools
Y,52,Mary Calcott Elementary Norfolk City Public Schools
N,"1,390",Matthew Fontaine Maury High Norfolk City Public Schools
Y,233,Matthew Fontaine Maury High Norfolk City Public Schools
N,651,Northside Middle Norfolk City Public Schools
Y,136,Northside Middle Norfolk City Public Schools
N,337,Norview Elementary Norfolk City Public Schools
Y,63,Norview Elementary Norfolk City Public Schools
N,"1,668",Norview High Norfolk City Public Schools
Y,221,Norview High Norfolk City Public Schools
N,"1,050",Norview Middle Norfolk City Public Schools
Y,230,Norview Middle Norfolk City Public Schools
N,434,Ocean View Elementary Norfolk City Public Schools
Y,58,Ocean View Elementary Norfolk City Public Schools
N,397,Oceanair Elementary Norfolk City Public Schools
Y,45,Oceanair Elementary Norfolk City Public Schools
N,277,P.B. Young Sr. Elementary Norfolk City Public Schools
Y,15,P.B. Young Sr. Elementary Norfolk City Public Schools
N,418,Richard Bowling Elementary Norfolk City Public Schools
Y,55,Richard Bowling Elementary Norfolk City Public Schools
N,420,Sewells Point Elementary Norfolk City Public Schools
Y,86,Sewells Point Elementary Norfolk City Public Schools
N,402,Sherwood Forest Elementary Norfolk City Public Schools
Y,48,Sherwood Forest Elementary Norfolk City Public Schools
N,754,Southside STEM Academy at Campostella Norfolk City Public Schools
Y,119,Southside STEM Academy at Campostella Norfolk City Public Schools
N,210,St. Helena Elementary Norfolk City Public Schools
Y,19,St. Helena Elementary Norfolk City Public Schools
N,394,Suburban Park Elementary Norfolk City Public Schools
Y,51,Suburban Park Elementary Norfolk City Public Schools
N,491,Tanners Creek Elementary Norfolk City Public Schools
Y,59,Tanners Creek Elementary Norfolk City Public Schools
N,281,Tarrallton Elementary Norfolk City Public Schools
Y,43,Tarrallton Elementary Norfolk City Public Schools
N,161,Tidewater Park Elementary Norfolk City Public Schools
Y,29,Tidewater Park Elementary Norfolk City Public Schools
N,294,Walter Herron Taylor Elementary Norfolk City Public Schools
Y,24,Walter Herron Taylor Elementary Norfolk City Public Schools
N,417,Willard Model Elementary Norfolk City Public Schools
Y,71,Willard Model Elementary Norfolk City Public Schools
N,449,William H. Ruffner Middle Norfolk City Public Schools
Y,75,William H. Ruffner Middle Norfolk City Public Schools
